stage,model,fold_id,auc,n_train,n_valid,n_features
s3,lightgbm,0,0.7831506989907099,246008,61503,126
s3,lightgbm,1,0.7833906806584485,246009,61502,126
s3,lightgbm,2,0.7860216057568089,246009,61502,126
s3,lightgbm,3,0.7867285512979665,246009,61502,126
s3,lightgbm,4,0.7863979779143107,246009,61502,126
