stage,model,fold_id,auc,n_train,n_valid,n_features
s1,lightgbm,0,0.7551379448135249,246008,61503,78
s1,lightgbm,1,0.7562333828708916,246009,61502,78
s1,lightgbm,2,0.7558963365273668,246009,61502,78
s1,lightgbm,3,0.7615703436267109,246009,61502,78
s1,lightgbm,4,0.7595215645482437,246009,61502,78
