stage,model,fold_id,auc,n_train,n_valid,n_features
s5,lightgbm,0,0.784501628488813,246008,61503,191
s5,lightgbm,1,0.7845902587012638,246009,61502,191
s5,lightgbm,2,0.7871652427490872,246009,61502,191
s5,lightgbm,3,0.78783673485237,246009,61502,191
s5,lightgbm,4,0.787664893264472,246009,61502,191
